date,U向分量风/m/s,V向分量风/m/s,2m气温/K,表面气压/Pa,地表温度/K,潜热通量/ W/(m^2),感热通量/ W/(m^2),相对湿度/%,大气边界层高度/m
2024/1/11 14:00,-0.14283752,2.0126343,277.8479,101978.375,276.30908,-19848,125549,65.6,81.473526
2024/1/11 15:00,0.20663452,1.8877411,277.8811,101962.75,276.03833,-19032,123921,65.2,79.39978
2024/1/11 16:00,0.5474701,1.6080475,277.4463,101968.44,275.58398,-17885,113398,67.2,72.66672
2024/1/11 17:00,0.7366791,1.2959137,276.34473,101929.125,275.07544,-16525,96915,73.2,64.634445
2024/1/11 18:00,0.9787445,1.1661224,276.00806,101968.69,274.72778,-14536,78224,75.9,59.753952
2024/1/11 19:00,1.3353271,1.0236664,275.8181,101954.125,274.32812,-14407,71232,77.4,53.839798
2024/1/11 20:00,1.4589081,0.92111206,274.9314,101911.875,274.09546,-12896,58511,82.6,48.465897
2024/1/11 21:00,1.4242706,0.8609009,274.84644,101930,273.8335,-11689,48586,84.3,43.66545
2024/1/11 22:00,1.4178009,0.797699,274.91406,101991.44,273.35303,-10287,42039,88.3,39.621735
2024/1/11 23:00,1.2756958,0.87057495,274.96094,102000.44,273.22314,-9109,38737,89,42.324905
2024/1/12 0:00,1.7830353,1.7420654,276.3938,102048.125,277.489,-21989,12375,84.2,54.34236
2024/1/12 1:00,1.3283081,1.2250519,278.6963,102082.44,282.7417,-83792,-118657,73.8,87.632385
2024/1/12 2:00,1.2612915,0.8825531,284.9756,102116.69,287.32153,-184289,-264957,51.6,145.57867
2024/1/12 3:00,1.4447937,0.65644836,286.6189,102062.5,290.55103,-296992,-373724,45,312.6765
2024/1/12 4:00,1.8481293,0.06767273,287.6648,101987.19,292.2749,-384431,-450253,41.1,590.5593
2024/1/12 5:00,1.963028,-0.53811646,290.5735,101902.5,292.72705,-416401,-465312,32.7,761.72656
2024/1/12 6:00,1.7520294,-0.96907043,290.91528,101853.69,292.24023,-393360,-385870,31.9,846.4138
2024/1/12 7:00,1.4243317,-1.1448212,290.98486,101850.31,290.70068,-318226,-233686,31.6,833.9182
2024/1/12 8:00,0.45437622,-0.8972168,289.11475,101880.69,287.87427,-201928,-41856,39.2,346.29663
2024/1/12 9:00,-0.3785553,-0.67185974,287.79297,101955.06,281.91235,-42282,24327,42,62.97023
2024/1/12 10:00,-0.44760132,-0.7368927,281.97583,102025.5,279.5913,-5827,29719,66,33.0813
2024/1/12 11:00,-1.1140289,-0.7113495,280.69067,102026.44,278.4978,-3998,30653,71,27.977554
2024/1/12 12:00,-1.1889191,-0.65441895,280.75684,102087.625,277.61572,-2128,23824,70.5,23.98555
2024/1/12 13:00,-1.328659,-0.44184875,282.01978,102076.5,276.9309,-787,19666,65.7,18.765106
2024/1/12 14:00,-1.473175,-0.12611389,282.59204,102108.81,276.35083,123,16190,61.9,14.877202
2024/1/12 15:00,-1.129715,0.22424316,281.97217,102084.44,275.90625,704,13921,64.1,14.548509
2024/1/12 16:00,-0.8362732,0.45011902,279.31787,102119.5,275.54492,1324,14416,76.1,16.878662
2024/1/12 17:00,-0.64089966,0.44480896,277.23022,102120.44,275.18042,2088,15914,85,16.371002
2024/1/12 18:00,-0.4598999,0.2312622,278.1101,102160.44,274.80054,2571,14082,82.6,12.64589
2024/1/12 19:00,-0.14215088,-0.13616943,279.1316,102154,274.3313,1116,4648,79.4,10.306416
2024/1/12 20:00,-0.37971497,-0.47764587,276.49268,102159.94,274.30786,1954,10532,88.7,14.506009
2024/1/12 21:00,-0.9244385,-0.66542053,275.20044,102204.125,274.15894,3467,17487,94.3,19.626648
2024/1/12 22:00,-1.0402222,-0.5398712,275.27808,102301.5,273.84302,4682,21942,95.3,18.079208
2024/1/12 23:00,-1.6142731,-0.28738403,275.26416,102358.375,273.61182,6153,25638,94.8,18.56314
2024/1/13 0:00,-1.2917938,0.61950684,277.11816,102404.06,278.25146,-6261,13826,89.2,16.957367
2024/1/13 1:00,-0.8307648,0.7448425,279.2185,102452.44,283.2141,-72339,-94886,79.9,50.34221
2024/1/13 2:00,-0.8737793,0.8937683,285.23633,102493.75,287.5254,-180853,-249984,59.7,123.67052
2024/1/13 3:00,-1.1725006,1.1472931,286.3235,102437.25,290.75464,-285529,-402608,55.8,252.40796
2024/1/13 4:00,-1.437851,1.2853241,287.2876,102377.19,292.4961,-356498,-505722,53.2,422.86963
2024/1/13 5:00,-1.8497162,1.2472687,289.76855,102281,292.96558,-383682,-524744,45,563.96045
2024/1/13 6:00,-2.4066772,1.2903748,289.7566,102214,292.1892,-359734,-457372,45.5,617.0862
2024/1/13 7:00,-3.025116,1.4197388,289.4026,102205.875,290.27515,-289461,-303857,47.5,560.4509
2024/1/13 8:00,-3.198349,1.3861237,287.76587,102210,287.35815,-185762,-104413,53.1,378.073
2024/1/13 9:00,-3.1259766,1.1102448,286.6897,102248.69,283.35474,-70153,76617,57.3,240.17435
2024/1/13 10:00,-3.3635254,1.2379761,283.6101,102293.875,281.50122,-16865,136511,66.7,187.89487
2024/1/13 11:00,-3.5484161,1.6813354,283.37695,102299.81,280.7705,-12641,142097,68.5,204.34424
2024/1/13 12:00,-3.5178223,2.0928192,283.4641,102310.125,280.41504,-10264,160320,71,223.6256
2024/1/13 13:00,-3.3252869,2.32576,283.52832,102303.06,280.26514,-10080,180229,70.4,230.42522
2024/1/13 14:00,-3.1583862,2.481018,283.01147,102309.94,280.11792,-11783,191902,72.7,227.69623
2024/1/13 15:00,-2.857315,2.666809,282.68262,102241.875,279.98218,-14104,197660,70.8,219.89397
2024/1/13 16:00,-2.4204712,2.7565613,282.60938,102245.375,279.78296,-16173,198729,67.3,203.65489
2024/1/13 17:00,-1.9477386,2.620453,281.5835,102200.69,279.40967,-17680,194112,68.2,175.32434
2024/1/13 18:00,-1.4608154,2.5074615,281.06372,102177.81,278.95874,-18219,184279,66.9,147.0292
2024/1/13 19:00,-1.0462341,2.3297577,280.85083,102159.06,278.4568,-17729,156972,66.4,121.34889
2024/1/13 20:00,-0.80033875,2.3002472,279.72998,102105.25,278.0569,-16587,144453,68.7,105.81996
2024/1/13 21:00,-0.74139404,2.313202,279.5271,102144.69,277.76147,-15807,139428,69.2,97.55234
2024/1/13 22:00,-0.27268982,2.4928284,279.37085,102130.375,277.6277,-15425,141239,71.7,99.053406
2024/1/13 23:00,0.1381836,2.7112732,279.43457,102177.19,277.6543,-15284,142956,72.7,110.41356
2024/1/14 0:00,0.58062744,3.4490967,280.71558,102238.06,280.8777,-34671,85064,69.1,139.2442
2024/1/14 1:00,1.0180511,3.3631287,282.33008,102281.75,285.50513,-112044,-78605,62.8,202.44385
2024/1/14 2:00,1.4651947,3.252304,288.386,102273.5,289.40234,-228453,-249736,40.9,274.45264
2024/1/14 3:00,1.8912201,2.828064,289.8108,102198,292.4917,-344730,-380576,38.6,337.49976
2024/1/14 4:00,2.496231,1.8216858,291.22852,102098.81,294.68408,-431699,-441698,37.5,458.77856
2024/1/14 5:00,2.863617,0.07485962,293.7693,102028.25,295.54663,-470781,-410094,32.9,886.87573
2024/1/14 6:00,3.299347,-1.6902313,293.9973,101979.56,294.87915,-449021,-316580,32.2,1087.7656
2024/1/14 7:00,2.9732666,-3.034439,293.63574,102005.69,292.68433,-355130,-222191,32.3,994.4407
2024/1/14 8:00,2.4095612,-3.4565735,290.76685,102101.81,289.93433,-220259,-43917,43.6,712.2539
2024/1/14 9:00,2.4279175,-4.057541,289.8723,102197.31,286.8108,-86626,106293,49.6,627.6094
2024/1/14 10:00,1.4942322,-4.2172546,287.76343,102350.19,286.40112,-44100,148644,61.5,600.39233
2024/1/14 11:00,-0.7483368,-5.924362,285.76074,102452.56,284.92383,-34186,89926,69,560.5974
2024/1/14 12:00,-1.4073029,-6.034958,283.5166,102580.69,283.0525,-25895,14499,75.5,512.20605
2024/1/14 13:00,-0.8663788,-5.8194733,282.6023,102671.06,281.6294,-26667,-51222,78.3,549.58374
2024/1/14 14:00,-0.5110779,-5.433853,281.7583,102745.81,280.91528,-28888,-72684,78,586.6987
2024/1/14 15:00,-0.48573303,-5.279358,281.60205,102822.44,280.49487,-35242,-64991,77.3,644.22095
2024/1/14 16:00,-0.27142334,-5.118744,281.48462,102880.875,280.2036,-50091,-48669,77.5,689.7146
2024/1/14 17:00,-0.079574585,-4.83609,280.51514,102911.25,279.84717,-58768,-45673,75.8,705.9724
2024/1/14 18:00,0.10586548,-4.813675,280.36377,102990.125,279.55322,-57570,-43639,74.5,727.4658
2024/1/14 19:00,0.259964,-4.8450317,280.24292,103001.81,279.08765,-42604,-107561,72.3,734.6992
2024/1/14 20:00,0.26039124,-4.8078156,279.00415,103057.44,278.5818,-42955,-79260,72,722.5032
2024/1/14 21:00,0.22380066,-4.74292,278.75977,103099.81,277.9834,-43641,-64958,71,720.4441
2024/1/14 22:00,0.11224365,-3.869812,277.89038,103220.25,277.66162,-43056,-32364,69.5,723.1023
2024/1/14 23:00,-0.41419983,-4.080353,277.5918,103233.625,277.31396,-43435,-34117,68.7,712.65796
2024/1/15 0:00,-0.85523987,-4.217575,277.58276,103296.69,277.92017,-56020,-65067,68.4,720.3601
2024/1/15 1:00,-1.2105713,-4.082947,278.03345,103316.06,279.4917,-101471,-279224,65.7,770.9426
2024/1/15 2:00,-1.3862,-3.9776,279.11084,103317.81,281.94482,-151664,-526055,58.9,818.61304
2024/1/15 3:00,-1.1788788,-3.7119293,279.46533,103287.375,284.02246,-210233,-773023,58.4,889.9446
2024/1/15 4:00,-0.7396393,-3.270279,279.85986,103212.75,285.62134,-246392,-870449,58,966.7407
2024/1/15 5:00,-0.6780853,-3.0814972,280.90503,103117.56,286.0122,-262563,-855005,53.1,992.8833
2024/1/15 6:00,-0.82263184,-2.9943848,281.1853,103044.06,285.6709,-260905,-774741,52.7,1015.417
2024/1/15 7:00,-1.0716095,-2.8632355,281.31348,103043.81,284.42358,-221351,-570979,52.7,1010.60474
2024/1/15 8:00,-1.6389923,-2.5326538,280.67358,103015.75,282.0664,-158780,-306935,53.3,962.63403
2024/1/15 9:00,-1.5200958,-1.4503937,280.07935,103035.69,278.89355,-82024,-43048,55.9,773.2329
2024/1/15 10:00,-2.0261383,-0.6474304,277.61157,103069.06,276.31445,-32037,33704,64.5,244.3767
2024/1/15 11:00,-2.1317444,-0.4575348,277.48926,103136.94,275.72705,-30452,42476,64.7,258.41626
2024/1/15 12:00,-2.3323975,-0.51542664,277.4143,103153.69,275.312,-29630,57291,65.5,271.92944
2024/1/15 13:00,-2.2942963,-0.63220215,276.88354,103183.125,274.81323,-28563,63416,68.6,268.4109
2024/1/15 14:00,-2.240265,-0.9158325,276.11523,103210.44,274.51978,-28324,56823,73.6,262.5525
2024/1/15 15:00,-2.1900787,-1.1723175,275.7578,103158.94,274.24292,-27866,54734,75.8,243.33969
2024/1/15 16:00,-2.1588745,-1.0393372,275.9309,103108,274.06177,-26762,35902,75.4,229.91847
2024/1/15 17:00,-1.9532928,-0.6569214,275.3557,103045,273.5398,-24057,20670,78.7,207.18793
2024/1/15 18:00,-1.8540955,-0.55015564,275.33643,103074.375,273.28223,-20989,15499,80,194.55026
2024/1/15 19:00,-1.7550507,-0.66786194,275.0359,103038.19,273.43237,-18254,22450,82.9,180.62625
2024/1/15 20:00,-1.5340881,-0.67655945,275.4619,103031.5,274.4558,-20864,14242,82.2,177.23906
2024/1/15 21:00,-1.549942,-0.38912964,275.62744,102990.875,274.51758,-17553,17324,81.4,164.10869
2024/1/15 22:00,-1.8657532,0.20596313,276.71558,103051.25,274.52393,-18140,18514,81,168.25641
2024/1/15 23:00,-2.120758,0.4267273,276.76,103023.31,275.45337,-19654,25767,81.3,203.01428
2024/1/16 0:00,-2.6817474,0.8592987,277.72998,103102,278.31836,-29363,-5043,78.7,344.9026
2024/1/16 1:00,-3.3354034,1.7511139,278.89795,103102.875,281.68994,-62507,-116830,74.8,904.49536
2024/1/16 2:00,-4.54274,3.1451874,282.2666,103094.125,283.87012,-112085,-270259,60.4,963.3777
2024/1/16 3:00,-4.07843,2.5919342,282.44556,103049.125,285.1765,-158342,-423963,59.3,991.3638
2024/1/16 4:00,-4.007416,2.3128967,282.58105,102999.19,287.03247,-193332,-576796,59.2,1015.42944
2024/1/16 5:00,-4.372986,2.6783295,284.41528,102834.19,286.5288,-221900,-681823,55.9,974.52344
2024/1/16 6:00,-4.5571594,2.8408356,284.38354,102763.06,287.00073,-229936,-682070,55.9,928.1255
2024/1/16 7:00,-4.670944,2.5187683,284.31372,102714.25,286.01245,-211019,-506957,57.1,894.89453
2024/1/16 8:00,-4.915329,1.9587708,283.61255,102726.125,284.00488,-147590,-247213,61.7,819.3103
2024/1/16 9:00,-4.566864,1.0731201,282.86475,102736.19,281.40405,-70151,20132,65,674.99634
2024/1/16 10:00,-4.050003,1.0611572,281.60498,102741.94,279.9016,-27359,134236,72.1,461.28516
2024/1/16 11:00,-4.248947,1.8074646,281.479,102778.81,279.7373,-23520,144896,73.6,464.82178
2024/1/16 12:00,-4.2227173,2.3662262,281.6726,102742.44,279.80664,-21966,150049,72.8,491.90112
2024/1/16 13:00,-3.9497375,2.4734344,282.02417,102748.19,279.70557,-19550,169275,71.7,484.2107
2024/1/16 14:00,-3.6080933,2.7086182,281.7251,102741.125,279.58862,-18190,178805,74.7,460.92432
2024/1/16 15:00,-3.5582123,2.8855743,281.5564,102673,279.5227,-16950,181820,75.9,438.98804
2024/1/16 16:00,-3.26326,3.1477966,281.25732,102617.5,279.52295,-14395,180011,77.3,424.94458
2024/1/16 17:00,-2.7994843,3.2590027,280.74683,102549.125,279.45166,-12293,180028,80.4,395.10278
2024/1/16 18:00,-2.2610931,3.1973267,280.7478,102543.44,279.2334,-10654,169438,82.1,341.58838
2024/1/16 19:00,-2.1266022,3.3507233,280.37305,102480.94,279.21265,-11373,160387,84.5,305.0913
2024/1/16 20:00,-1.7796936,3.3465881,279.7024,102407.25,279.01294,-10811,158330,87.9,274.46484
2024/1/16 21:00,-1.3476868,3.1624603,279.44067,102357.19,278.812,-9667,148884,89.6,238.48358
2024/1/16 22:00,-1.0535889,2.6830444,280.18677,102341.56,278.38013,-8356,137447,85.3,165.50368
2024/1/16 23:00,-1.0477142,3.0606384,280.08472,102314.625,278.4673,-6788,133757,86.3,176.1202
2024/1/17 0:00,-0.81954956,3.7329102,281.09253,102368.56,281.31323,-18145,59562,81.8,218.88878
2024/1/17 1:00,-0.10241699,3.344101,282.5957,102350.44,285.25317,-77219,-124069,74.5,299.36304
2024/1/17 2:00,0.53886414,3.2378387,286.82935,102393.31,288.82104,-160653,-312002,58.8,389.08228
2024/1/17 3:00,0.88186646,3.1246643,287.83447,102334.69,291.36646,-261656,-506226,52.8,461.78613
2024/1/17 4:00,0.95658875,3.1150665,288.72778,102190.19,293.1433,-330742,-574619,49,525.03564
2024/1/17 5:00,1.0478058,2.8111572,291.50342,102040.56,294.094,-367454,-561883,41.4,595.57056
2024/1/17 6:00,1.1155853,2.0084686,291.90454,101979.75,294.2041,-363166,-460073,41.1,672.615
2024/1/17 7:00,0.7443695,1.2894287,292.02637,101933.69,293.10645,-302851,-265410,41,687.2927
2024/1/17 8:00,0.11065674,0.02166748,291.5061,101925.125,290.53418,-194307,-62988,45.1,466.4851
2024/1/17 9:00,-0.39537048,-0.71409607,290.9309,101980.94,284.93945,-33517,13642,43.7,74.989456
2024/1/17 10:00,-0.48223877,-1.42276,285.50415,102015.25,283.2107,-10769,64022,69.3,75.68179
2024/1/17 11:00,0.16567993,-1.8749084,285.04688,102103.81,282.42407,-9354,102533,70.8,90.96236
2024/1/17 12:00,0.4628296,-2.2569885,285.021,102120.81,281.9563,-8108,109510,70.9,119.84845
2024/1/17 13:00,0.87005615,-2.4138794,284.69727,102132,281.479,-6949,117051,72.2,144.6963
2024/1/17 14:00,0.7519989,-2.453308,283.6377,102176.31,281.14917,-6545,104378,79.3,153.05812
2024/1/17 15:00,0.7438812,-2.641571,282.99976,102145.44,280.7766,-5036,88823,83.9,154.06358
2024/1/17 16:00,1.0610657,-3.0057983,282.77026,102134.19,280.6311,4421,81685,86,169.30116
2024/1/17 17:00,1.2791138,-3.2812042,282.15698,102128.75,280.38818,8932,74986,89,201.02936
2024/1/17 18:00,1.3148346,-3.4147491,281.83765,102167,280.34863,9529,64407,90.2,236.96962
2024/1/17 19:00,1.1990967,-3.2844849,281.69067,102154,280.20898,-6857,24812,91.2,265.43628
2024/1/17 20:00,1.1191559,-3.3039856,281.27466,102174.5,280.25977,-7326,16530,92,297.30127
2024/1/17 21:00,0.8400879,-3.5012512,281.3579,102214.625,280.56226,-12819,-8877,90.1,325.34863
2024/1/17 22:00,0.31159973,-3.1791077,281.76196,102280.31,280.25098,-13218,-1699,87.8,323.30322
2024/1/17 23:00,-0.10658264,-2.8556824,281.84277,102263.44,280.3484,-13888,-9249,86.6,328.8916
2024/1/18 0:00,0.21090698,-2.4958801,281.90015,102335,281.22656,-21054,-35125,85.4,319.83423
2024/1/18 1:00,0.46255493,-2.3880157,281.927,102367.69,282.86426,-44562,-121937,84.6,366.8501
2024/1/18 2:00,0.5887146,-2.5223846,283.08936,102436.375,283.39453,-77123,-199156,79.5,405.78223
2024/1/18 3:00,0.56378174,-2.8433838,283.1516,102354.5,284.2141,-122121,-244600,79.8,451.02515
2024/1/18 4:00,0.48713684,-2.8170776,283.00513,102272.06,286.55273,-163879,-233934,81.5,524.8782
2024/1/18 5:00,0.49621582,-2.8753357,283.06763,102163.69,286.01758,-220542,-217513,82.9,554.7822
2024/1/18 6:00,0.6724243,-3.3307343,282.52173,102154.25,284.47412,-225300,-115451,86.7,531.5344
2024/1/18 7:00,0.5794525,-3.6084442,282.15356,102167.875,282.46826,-169092,-85182,89,474.6714
2024/1/18 8:00,-0.026870728,-3.4154053,281.73267,102181.44,281.583,-141303,-18162,91.8,427.38525
2024/1/18 9:00,-0.13186646,-2.9683838,281.92993,102227.75,281.04077,-100762,2053,91.8,397.37964
2024/1/18 10:00,0.3997345,-1.8385773,281.54248,102298.75,281.15942,-54396,6381,93.5,335.63428
2024/1/18 11:00,0.25450134,-1.8130951,281.6067,102314.125,281.08496,-44128,1351,93.4,303.094
2024/1/18 12:00,0.13175964,-1.9171753,281.71338,102345.75,281.02832,-38945,706,92.9,284.50977
2024/1/18 13:00,0.24165344,-1.8643188,281.84473,102335.25,280.96167,-33320,1425,93.7,245.01585
2024/1/18 14:00,0.12705994,-1.8410797,281.7119,102383.25,280.93896,-31716,1988,93.8,234.43578
2024/1/18 15:00,-0.14108276,-2.073822,281.81372,102335,280.94653,-27421,1229,94.5,255.66452
2024/1/18 16:00,-0.10241699,-1.8804626,282.011,102318.44,281.02124,-28080,3073,94,278.80396
2024/1/18 17:00,-0.14118958,-1.6991119,281.8994,102280.81,281.08667,-28817,8009,95.2,285.17578
2024/1/18 18:00,-0.2587738,-1.9618835,281.96777,102290.44,281.15747,-28849,9334,95.7,298.94702
2024/1/18 19:00,-0.83465576,-2.10141,281.9546,102286,281.1914,-34601,4081,96.6,334.53467
2024/1/18 20:00,-1.3592834,-2.3390808,281.8047,102257.69,281.13818,-36528,10495,96.4,376.27148
2024/1/18 21:00,-1.679306,-2.368637,281.84082,102247.69,281.07666,-37907,13644,95.6,398.01245
2024/1/18 22:00,-1.4739532,-2.4429626,281.7666,102318.31,281.22437,-38763,15223,95.2,397.32593
2024/1/18 23:00,-1.776947,-2.6784973,281.8296,102322,281.11743,-39381,15013,94.2,412.30273
2024/1/19 0:00,-1.6703796,-2.3631897,281.77783,102394.06,281.41968,-46035,10099,94.3,402.30347
2024/1/19 1:00,-1.6100616,-2.3261719,281.72754,102369.75,281.7954,-66208,-4777,94.6,383.58618
2024/1/19 2:00,-1.7815857,-2.4115448,281.9336,102411.31,282.51367,-122332,-22988,93.5,387.15088
2024/1/19 3:00,-1.6481171,-2.4539032,281.9253,102338.81,283.34253,-143719,-37135,93.7,407.2234
2024/1/19 4:00,-1.9038086,-2.54747,282.06152,102216.25,283.37012,-150484,-69772,93.5,436.77612
2024/1/19 5:00,-1.9437714,-2.6837463,282.19507,102133.69,284.0598,-147363,-105827,91.4,470.8181
2024/1/19 6:00,-2.178955,-2.8135986,282.51953,102064.56,284.41846,-161755,-184363,89.7,516.8718
2024/1/19 7:00,-2.2289276,-2.8326416,282.36548,102055.25,283.94702,-79799,-61678,89.6,546.97046
2024/1/19 8:00,-1.8397522,-2.789627,282.20044,102076.06,283.07666,-66195,-16818,89.5,553.69946
2024/1/19 9:00,-1.5711823,-2.8759155,282.15942,102113.69,282.25244,-56755,22382,88.5,544.06274
2024/1/19 10:00,-0.72320557,-3.0162811,281.8313,102188.375,281.1604,-62715,36141,88.5,473.90186
2024/1/19 11:00,-0.5060425,-3.6157074,281.32886,102232.06,280.71753,-76984,39400,89.8,460.09375
2024/1/19 12:00,-0.2725067,-3.6827393,281.0515,102290.94,280.22607,-80793,34663,90.9,432.9297
2024/1/19 13:00,-0.13574219,-3.437683,280.60962,102286.19,279.9436,-79732,28409,93,376.46948
2024/1/19 14:00,0.259964,-3.2239838,280.35718,102319.25,279.79932,-74767,18128,93,332.1814
2024/1/19 15:00,0.4559784,-3.0391388,280.2517,102251.06,279.6858,-71580,11806,93.1,318.59497
2024/1/19 16:00,0.7374878,-3.2735443,280.20215,102271.69,279.59326,-68229,8758,93.6,339.8047
2024/1/19 17:00,1.528122,-3.200241,279.95605,102201.75,279.4646,-66612,6850,93.5,381.16235
2024/1/19 18:00,2.0516052,-3.099121,279.94604,102238.125,279.36865,-65349,3941,93.9,405.19336
2024/1/19 19:00,2.1173706,-3.378006,279.92383,102192.31,279.23633,-75973,-5166,94.4,413.7268
2024/1/19 20:00,2.4973907,-3.3839874,279.6172,102169.125,279.08716,-76509,-4220,94.4,438.32153
2024/1/19 21:00,2.591385,-3.4801636,279.55957,102163.19,278.90674,-73706,-6051,94.3,460.52905
2024/1/19 22:00,2.910141,-3.2142487,279.0603,102216.875,279.00708,-77304,-7299,94.7,459.7434
2024/1/19 23:00,3.6799164,-3.4302216,279.02686,102301.81,278.71875,-82344,-6083,94.7,505.47607
2024/1/20 0:00,3.8827667,-3.7401276,278.83057,102387.06,278.44507,-94064,-7621,94.7,519.77905
2024/1/20 1:00,3.6706848,-3.543167,278.78418,102380.56,278.30835,-119831,-13588,94.6,505.3235
2024/1/20 2:00,4.1970215,-3.4774017,278.5791,102453.75,278.41724,-154408,-29831,94.7,532.6526
2024/1/20 3:00,4.413147,-3.8504333,278.6123,102439.75,278.42896,-187996,-50578,94.4,568.06104
2024/1/20 4:00,4.6371,-3.982727,278.54346,102389.81,278.23218,-203021,-74903,93.9,603.3203
2024/1/20 5:00,4.8892517,-4.085129,278.56226,102319.375,278.43994,-223835,-143608,91.4,627.31055
2024/1/20 6:00,4.672241,-4.0153046,278.7539,102290.5,278.7373,-209511,-187459,89.6,637.98755
2024/1/20 7:00,4.5404205,-3.9986572,278.7837,102317.19,278.99316,-197014,-147656,88,663.39795
2024/1/20 8:00,4.3123474,-4.052429,278.8584,102330.94,278.8877,-138608,-91573,85.2,684.49023
2024/1/20 9:00,3.9739838,-3.9209595,278.8423,102389.375,278.55225,-99803,-47056,84.6,678.95557
2024/1/20 10:00,3.9024506,-2.9277802,278.41895,102449.75,278.51025,-68771,-15595,86.4,663.8689
2024/1/20 11:00,4.06723,-3.0570984,278.48193,102557,278.46387,-60087,-16772,85.4,671.9011
2024/1/20 12:00,3.9869537,-3.4508514,278.53174,102604.125,278.36475,-57283,-16644,84.9,681.29346
2024/1/20 13:00,3.810791,-3.9340668,278.51025,102630.94,278.23682,-57084,-15721,84.2,700.9199
2024/1/20 14:00,3.7142181,-4.3705597,278.35474,102650.375,278.12524,-60034,-17876,83.7,711.6599
2024/1/20 15:00,3.471878,-4.245392,278.2295,102662.94,277.9685,-59295,-17085,84.9,705.2229
2024/1/20 16:00,3.255066,-4.359604,278.2434,102736.125,277.92578,-55623,-16275,85.2,694.2678
2024/1/20 17:00,3.0278625,-4.048767,278.19067,102735.5,277.88574,-53924,-10336,84,686.29443
2024/1/20 18:00,2.8250122,-3.741211,278.28174,102791.25,277.83545,-48745,-8265,84,684.3323
2024/1/20 19:00,2.7089386,-3.8755493,278.34326,102757.75,277.82275,-50032,-38236,83.8,685.7112
2024/1/20 20:00,2.4761658,-3.5143127,278.27783,102777.125,277.69385,-48846,-28712,84.5,663.8987
2024/1/20 21:00,2.3500519,-2.9996033,278.2788,102776.75,277.64136,-45231,-24273,84.5,628.2561
2024/1/20 22:00,2.4731903,-2.7427368,277.96558,102873.125,277.8108,-43371,-24187,83.7,618.4717
